zip,totkbtu,avgktbu,gascust,eleccust,gaskbtu,eleckbtu,totcust
95121,597195913,60467.88133,112855,118515,365088700,232107213,5660
95122,695220392,52377.22692,131754,159280,429068400,266151992,27526
95123,1317177048,54072.60223,246905,292313,811782300,505394747.9,45408
95124,1109260311,60143.69893,208492,221322,720667000,388593311.2,12830
95125,1300293913,60801.64812,225011,256630,840698100,459595813.1,31619
95126,645930914.7,40662.52047,118740,190622,385766000,260164914.7,71882
95127,980840053.2,58646.89845,183451,200694,618139400,362700653.2,17243
95128,687233905,46843.54933,137657,176050,444737500,242496405,38393
95129,779452052.8,50186.58622,143149,186373,523798000,255654052.8,43224
95130,282844523.4,53249.67493,58071,63740,190586500,92258023.36,5669
95131,487106216.5,50535.80653,106631,115666,298700500,188405716.5,9035
95132,710000426.7,55013.20523,146529,154872,457279800,252720626.7,8343
95133,429641345.1,49864.07603,85457,103395,264608900,165032445.1,17938
95134,510705288,39710.38144,102054,154329,315836800,194868488,52275
95135,482040790.2,61847.01518,88896,93529,315714600,166326190.2,4633
95136,856255961.2,54349.9293,140485,189054,515693200,340562761.2,48569
95138,446969468.6,71216.95334,71755,75314,284869600,162099868.6,3559
95139,148751084.7,61418.74604,27511,29063,93666600,55084484.67,1552
95140,3783324.548,32544.72729,0,1395,0,3783324.548,1395
95141,0,0,,0,,0,0
95148,775952863.3,62310.93358,145842,149435,480792600,295160263.3,3593
95202,115546624.4,36433.75708,26982,38057,64976400,50570224.42,11075
95203,327386322.1,54855.42552,69017,71618,201485600,125900722.1,2601
95204,750190351.1,61101.6148,143273,147333,460337000,289853351.1,4060
95205,673046795.3,60159.71117,131329,134252,408217100,264829695.3,2923
95206,1123730441,61162.88749,216545,220473,656968500,466761941.2,3928
95207,1136423254,56621.57165,219314,240846,682081600,454341653.9,21532
95209,958643178.6,68799.26166,166634,167207,563870500,394772678.6,573
95210,762006529.3,61454.20446,147060,148795,444821400,317185129.3,1735
95211,0,0,,0,,0,0
95212,603800916,78120.63733,88878,92749,330752900,273048016,3871
95215,432712673.3,61268.32816,67507,84751,228020000,204692673.3,17244
95219,739351749.2,62201.83538,140473,142636,441490400,297861349.2,2163
95220,150426051,58478.44408,12934,30868,50725200,99700850.98,17934
95222,78864896.35,32082.81091,,29498,,78864896.35,29498
95223,107186775.6,13760.56516,,93473,,107186775.6,93473
95224,6963482.56,28824.35002,,2899,,6963482.56,2899
95225,31968703.29,39313.83885,,9758,,31968703.29,9758
95227,25555982.64,55156.79706,1401,5560,6934300,18621682.64,4159
95228,76584602.16,26589.56763,,34563,,76584602.16,34563
95229,4711194.064,28380.68713,,1992,,4711194.064,1992
95230,5993089.288,32409.67619,,2219,,5993089.288,2219
95231,57979590.86,65243.35056,8744,10664,28236600,29742990.86,1920
95232,6250077.716,29845.17811,,2513,,6250077.716,2513
95233,6493158.832,24026.48967,,3243,,6493158.832,3243
95236,88692135.42,53471.9466,8082,19904,28738000,59954135.42,11822
95237,83240118.81,68318.27,13179,14621,48141100,35099018.81,1442
95240,652473413.4,46096.80701,169853,27799,568914400,83559013.35,142054
95242,496178507.7,48958.13983,121617,17635,444208500,51970007.66,103982
95245,20747580.42,31191.55162,,7982,,20747580.42,7982
95246,23038400.63,30267.2222,,9134,,23038400.63,9134
95247,65891670.53,28751.68344,,27501,,65891670.53,27501
95248,17517637.91,30159.49138,,6970,,17517637.91,6970
95249,77130905.92,47899.9571,9384,19323,27456700,49674205.92,9939
95251,9363807.5,30869.69505,,3640,,9363807.5,3640
95252,179747303.5,36031.73316,3239,59863,9541700,170205603.5,56624
95254,17766178.23,35788.84317,,5957,,17766178.23,5957
95255,30388906.35,27124.87922,,13444,,30388906.35,13444
95257,7238203.152,26130.6973,,3324,,7238203.152,3324
95258,113273773.5,76048.18629,17699,17874,69855200,43418573.47,175
95301,738434729.7,64138.28195,138158,136395,415895200,322539529.7,1763
95303,0,0,0,0,0,0,0
95304,281316656.9,68885.4402,36088,49006,138276500,143040156.9,12918
95306,14926404.75,28769.17073,,6226,,14926404.75,6226
95307,461545500,36260.31792,152744,0,461545500,0,152744
95309,3530478.288,27690.02579,,1530,,3530478.288,1530
95310,26096153.14,34698.48617,,9025,,26096153.14,9025
95311,30528208.07,24844.93027,,14745,,30528208.07,14745
95313,4989500,40702.92318,1471,0,4989500,0,1471
95315,96631300,34666.9736,33449,,96631300,,33449
95316,64669300,37768.60856,20547,0,64669300,0,20547
95317,9965001.9,45956.96495,,2602,,9965001.9,2602
95318,5701861.44,26326.40911,,2599,,5701861.44,2599
95319,37434900,34526.07793,13011,,37434900,,13011
95320,255851970.4,58266.25254,36508,52693,115549500,140302470.4,16185
95321,76845623.57,20765.81356,,44407,,76845623.57,44407
95322,186514605.1,51897.30937,30129,43127,87815200,98699405.09,12998
95323,6831000,36857.91367,2224,,6831000,,2224
95324,64369100,34656.73008,22288,0,64369100,0,22288
95325,0,0,,0,,0,0
95326,98571000,39283.0527,30111,,98571000,,30111
95327,79790322.87,29797.52511,,32133,,79790322.87,32133
95328,39492500,31579.26301,15007,,39492500,,15007
95329,34567756.76,28688.91909,,14459,,34567756.76,14459
95330,410419531.5,63346.12308,77748,73186,239110900,171308631.5,4562
95333,29995727.94,32830.05612,0,10964,0,29995727.94,10964
95334,223323488.6,59391.91223,45122,40503,132000500,91322988.64,4619
95335,6186239.196,9031.006126,,8220,,6186239.196,8220
95336,1031606783,60030.07204,197011,206218,577228300,454378483,9207
95337,782136375.9,61975.53179,143641,151441,431273800,350862575.9,7800
95338,153620629,27236.49288,,67683,,153620629,67683
95340,836979300.5,63252.18753,148122,158789,466908700,370070600.5,10667
95341,445663425.4,57734.65513,92630,88646,252675700,192987725.4,3984
95345,8322748.296,24436.74567,,4087,,8322748.296,4087
95346,26092260.05,16091.43389,,19458,,26092260.05,19458
95348,616998837.9,56973.46046,129955,113524,369205900,247792937.9,16431
95350,759260500,38539.67489,236409,,759260500,,236409
95351,437101500,37100.14146,141380,,437101500,,141380
95354,322204100,35538.19683,108797,,322204100,,108797
95355,835430500,38581.62814,259843,,835430500,,259843
95356,485639200,43270.49599,134680,0,485639200,0,134680
95357,109391300,39449.90533,33275,0,109391300,0,33275
95358,280286600,38596.78001,87143,,280286600,,87143
95360,242801660.4,57325.38316,44502,50826,126112400,116689260.4,6324
95361,703129662.2,62151.44556,112045,135758,345613700,357515962.2,23713
95363,272496751.2,38808.44794,84259,5264,259655000,12841751.22,78995
95364,9960358.168,9169.489683,,13035,,9960358.168,13035
95365,76090836.29,56159.05255,15481,16259,45276300,30814536.29,778
95366,362611535.4,63423.19299,68608,58591,222290200,140321335.4,10017
95367,468008853.9,57647.20747,97422,68661,306184900,161823953.9,28761
95368,153468800,35017.21935,52592,,153468800,,52592
95369,13597434.16,34336.95495,,4752,,13597434.16,4752
95370,375592779.2,27941.21365,,161307,,375592779.2,161307
95372,22409572.44,27751.7925,,9690,,22409572.44,9690
95374,26276774.18,46173.86004,,6829,,26276774.18,6829
95375,4307455.516,9797.093668,,5276,,4307455.516,5276
95376,1104752145,61404.9688,207598,215895,621228300,483523845,8297
95377,676246999.1,70252.12956,111742,115512,378143200,298103799.1,3770
95379,47565323.79,26087.01487,,21880,,47565323.79,21880
95380,436436800,34278.95512,152783,,436436800,,152783
95382,488565100,38739.13836,151340,,488565100,,151340
95383,60558485.92,19457.0626,,37349,,60558485.92,37349
95385,0,0,0,0,0,0,0
95386,88688700,33290.51268,31969,0,88688700,0,31969
95387,14868391.32,41726.07481,3250,4276,6861700,8006691.324,1026
95388,205816486.1,56814.83824,38771,43471,104187200,101629286.1,4700
95389,10285477.41,21965.78198,,5619,,10285477.41,5619
95391,231352700,45109.71663,61544,0,231352700,0,61544
95401,756958320.9,53955.72257,145660,168351,471514700,285443620.9,22691
95403,920187201.7,56273.67916,173755,196224,568572000,351615201.7,22469
95404,1004178215,60535.20838,168238,199060,630625300,373552915,30822
95405,594804108,60695.32896,109877,117598,410292200,184511908,7721
95407,699050011.7,58688.6265,134386,142934,422940200,276109811.7,8548
95409,814314055.5,65090.88204,141551,150125,550938500,263375555.5,8574
95410,15035308.96,36339.11532,,4965,,15035308.96,4965
95412,4267190.504,39880.28508,,1284,,4267190.504,1284
95415,14721606.27,24273.05239,,7278,,14721606.27,7278
95417,0,0,,0,,0,0
95419,7015549.68,26965.59775,,3122,,7015549.68,3122
95420,3988761.068,29062.01142,,1647,,3988761.068,1647
95421,21317971.28,23044.37937,,11101,,21317971.28,11101
95422,239543223.4,30910.46488,,92995,,239543223.4,92995
95423,72708576.98,28654.56743,,30449,,72708576.98,30449
95425,250525900.6,54926.84133,41717,54733,139832500,110693400.6,13016
95426,29056544.23,25016.39624,,13938,,29056544.23,13938
95427,3201216.876,34421.68684,,1116,,3201216.876,1116
95428,31291387.17,37955.79158,,9893,,31291387.17,9893
95429,0,0,,0,,0,0
95432,2591144.452,18183.46984,,1710,,2591144.452,1710
95435,5019168.008,33498.34043,,1798,,5019168.008,1798
95436,120835261.5,45720.42055,13300,31715,49076500,71758761.48,18415
95437,166561311.1,25705.55892,,77755,,166561311.1,77755
95439,16901396.38,66171.86186,2322,3065,9068700,7832696.384,743
95441,41593661.64,50244.00439,3635,9934,14661200,26932461.64,6299
95442,91625165.84,52317.37676,11968,21016,44489000,47136165.84,9048
95443,5043710.524,28739.0913,,2106,,5043710.524,2106
95444,19105388.31,64563.40742,3295,3551,11007600,8097788.312,256
95445,30835997.77,24240.54852,,15265,,30835997.77,15265
95446,83849323.37,26744.06295,,37623,,83849323.37,37623
95448,335296729,60812.85231,66163,33018,243310700,91986028.96,33145
95449,26507981.27,47258.32347,2713,6731,9419300,17088681.27,4018
95450,7056469.796,21053.61451,,4022,,7056469.796,4022
95451,179020031.2,32372.03139,,66361,,179020031.2,66361
95452,45096161.09,59605.01521,4826,9079,21513700,23582461.09,4253
95453,161235360,31045.10886,,62323,,161235360,62323
95454,29984714,36064.6054,,9977,,29984714,9977
95456,10702649,33647.31151,,3817,,10702649,3817
95457,46161845.36,33659.97109,,16457,,46161845.36,16457
95458,49179435.22,29694.73798,,19874,,49179435.22,19874
95459,8186858.572,21620.2251,,4544,,8186858.572,4544
95460,36928144.24,28286.59076,,15666,,36928144.24,15666
95461,33169413.39,30836.14508,,12908,,33169413.39,12908
95462,26855794,26759.90434,,12043,,26855794,12043
95463,361347.86,42932.41901,,101,,361347.86,101
95464,41026928.66,29169.51913,,16878,,41026928.66,16878
95465,26657143.94,41554.3943,,7698,,26657143.94,7698
95466,10752000.17,27387.81619,,4711,,10752000.17,4711
95467,83465988.58,32557.27028,,30764,,83465988.58,30764
95468,12563772.17,25402.7407,,5935,,12563772.17,5935
95469,20842389.66,33109.43552,,7554,,20842389.66,7554
95470,120227052.8,54551.54207,10604,26447,43896300,76330752.77,15843
95471,11978228.62,24478.66883,,5872,,11978228.62,5872
95472,358394654.1,66429.86436,44529,64741,191193900,167200754.1,20212
95476,984772415.2,64613.37283,158589,182892,623698300,361074115.2,24303
95480,0,0,,0,,0,0
95482,560668696.9,61467.84427,109456,63675,398149200,162519496.9,45781
95485,37395697.42,32205.27983,,13934,,37395697.42,13934
95486,2435864.332,15539.80435,,1881,,2435864.332,1881
95488,4709955.508,27277.7346,,2072,,4709955.508,2072
95490,250100626.3,48780.29282,29898,61525,113343200,136757426.3,31627
95492,640814426.6,65271.56079,107816,117812,402589600,238224826.6,9996
95493,0,0,,0,,0,0
95494,1846632.404,23228.08055,,954,,1846632.404,954
95497,33697765,17441.90735,,23184,,33697765,23184
95501,650176624.3,61411.76811,120807,127046,475391100,174785524.3,6239
95503,722913516.7,71501.26272,111645,121326,487763100,235150416.7,9681
95511,9087295.608,54091.04529,,2016,,9087295.608,2016
95514,0,0,,0,,0,0
95518,15993053.95,42515.87227,,4514,,15993053.95,4514
95519,481662442.5,67433.75346,76465,85713,293783300,187879142.5,9248
95521,460444357.2,54466.28505,86430,101445,307062500,153381857.2,15015
95524,55300139.77,75649.98601,6477,8772,34932100,20368039.77,2295
95525,43744250.66,56064.40328,7540,9363,27732400,16011850.66,1823
95526,13259127.54,25267.51317,0,6297,0,13259127.54,6297
95527,12191103.3,31379.93126,,4662,,12191103.3,4662
95528,35406478.82,73750.6936,3541,5761,14926000,20480478.82,2220
95536,33098955.59,26232.57823,,15141,,33098955.59,15141
95537,11360459.62,65572.63852,1920,2079,7012200,4348259.624,159
95540,364905306.5,63372.70327,62171,69097,242996000,121909306.5,6926
95542,45391115.5,51561.28228,,10564,,45391115.5,10564
95546,223472447.5,230087.4621,,11655,,223472447.5,11655
95547,33423470.91,62522.47092,3718,6415,15597900,17825570.91,2697
95549,19655624.41,56414.13368,0,4181,0,19655624.41,4181
95550,0,0,,0,,0,0
95551,36554090.85,53907.96242,4702,8137,19300900,17253190.85,3435
95552,6246836.316,31014.49557,0,2417,0,6246836.316,2417
95553,18555349.94,56542.45793,,3938,,18555349.94,3938
95554,12148760.38,48273.22004,,3020,,12148760.38,3020
95555,5631376.344,32457.50054,,2082,,5631376.344,2082
95556,8219753.664,29443.89372,,3350,,8219753.664,3350
95558,6889189.672,41007.08138,,2016,,6889189.672,2016
95560,31336306.15,47811.27448,,7865,,31336306.15,7865
95562,90470996.56,63674.60168,15726,17050,54729000,35741996.56,1324
95563,11747594.48,33508.7078,,4207,,11747594.48,4207
95564,0,0,0,0,0,0,0
95565,18332108.52,56133.0192,2966,3919,10855700,7476408.52,953
95568,0,0,,0,,0,0
95569,4891347.664,36939.06354,,1589,,4891347.664,1589
95570,53197693.02,42428.04176,,15046,,53197693.02,15046
95571,6564046.544,48712.77584,,1617,,6564046.544,1617
95573,36353583.91,34295.83388,,12720,,36353583.91,12720
95585,9084026.912,36000.10665,,3028,,9084026.912,3028
95587,0,0,,0,,0,0
95589,8740810.42,68465.87796,,1532,,8740810.42,1532
95595,0,0,,0,,0,0
95601,4782566.28,27940.99093,,2054,,4782566.28,2054
95602,336564708.5,44359.73576,20876,91046,89078100,247486608.5,70170
95603,756273383.1,62197.37098,111763,145911,428377300,327896083.1,34148
95605,299117080.7,55746.48955,59376,64388,185602700,113514380.7,5012
95606,9713892.348,39248.04989,0,2970,0,9713892.348,2970
95607,6179933.82,35860.35099,0,2068,0,6179933.82,2068
95608,1065313200,47900.77338,266880,,1065313200,,266880
95610,602002200,40835.16424,176907,,602002200,,176907
95612,24351780.54,50609.86603,1980,5774,7753100,16598680.54,3794
95613,5753771.608,27829.60874,,2481,,5753771.608,2481
95614,56321126.54,31897.93838,,21188,,56321126.54,21188
95615,0,0,,0,,0,0
95616,953261610,50891.96354,196196,224773,590592900,362668710,28577
95618,558769426.7,54803.25555,118526,122351,345430800,213338626.7,3825
95619,61014373.48,28792.81457,,25429,,61014373.48,25429
95620,428266533.1,57256.15987,77180,89758,234626000,193640533.1,12578
95621,506756200,37304.91626,163010,,506756200,,163010
95623,60243179.59,32897.29944,,21975,,60243179.59,21975
95624,775598800,43360.02311,214649,,775598800,,214649
95625,3137705.908,27166.28492,,1386,,3137705.908,1386
95626,44966607.38,49350.58428,10934,3117,34683300,10283307.38,7817
95627,73411865.28,55911.5501,11025,15756,33682800,39729065.28,4731
95628,770783200,48777.058,189626,,770783200,,189626
95629,13302736.31,29904.98983,,5338,,13302736.31,5338
95630,1208885600,43539.51792,333183,0,1208885600,0,333183
95631,84029845.47,33539.26977,,30065,,84029845.47,30065
95632,313925995.4,40358.59852,93341,4407,299503700,14422295.4,88934
95633,42935331.91,31653.49775,,16277,,42935331.91,16277
95634,41265052.14,29207.30363,0,16954,0,41265052.14,16954
95635,15899756.22,31788.91614,0,6002,0,15899756.22,6002
95636,15915420.72,23739.59585,,8045,,15915420.72,8045
95637,6494025.48,36775.98195,,2119,,6494025.48,2119
95640,163563906.3,48955.3507,21785,40093,65176300,98387606.3,18308
95641,40778743.46,45973.78068,4855,10644,13258500,27520243.46,5789
95642,175890368.6,50094.56551,25882,42134,85879700,90010668.62,16252
95645,16258630.38,32757.4823,,5956,,16258630.38,5956
95648,1361260399,61829.5689,239808,264196,780476900,580783498.7,24388
95650,321025273.2,63382.14315,30226,60779,132511700,188513573.2,30553
95651,11558634.5,30747.8639,,4511,,11558634.5,4511
95652,9357500,37206.75944,3018,,9357500,,3018
95653,6682726.14,39329.4329,,2039,,6682726.14,2039
95656,9287085.268,32701.00446,,3408,,9287085.268,3408
95658,108075839.4,42371.60456,2932,30608,11247500,96828339.36,27676
95659,9886655.556,32946.36675,,3601,,9886655.556,3601
95660,388874200,40435.77315,115405,0,388874200,0,115405
95661,525693331.2,44478.66411,141828,1363,521693000,4000331.16,140465
95662,480361500,45485.18898,126730,,480361500,,126730
95663,54153583.82,45954.5298,3700,14141,12872700,41280883.82,10441
95664,22733552.08,36681.81053,,7437,,22733552.08,7437
95665,69920829.68,30037.94638,,27933,,69920829.68,27933
95666,88007565.3,23271.65077,,45381,,88007565.3,45381
95667,504081162.1,31364.4228,,192861,,504081162.1,192861
95668,12046202.48,37304.36897,,3875,,12046202.48,3875
95669,35194401.27,31397.8749,,13451,,35194401.27,13451
95670,796635300,39714.60691,240708,,796635300,,240708
95672,67100293.05,35834.60243,,22470,,67100293.05,22470
95673,180734000,39562.34951,54820,,180734000,,54820
95674,10002059.63,36152.02277,,3320,,10002059.63,3320
95675,5396183.772,27779.58184,,2331,,5396183.772,2331
95676,5910375.584,40115.67138,,1768,,5910375.584,1768
95677,696532025.7,66604.91752,119358,125492,401955600,294576425.7,6134
95678,645645400,37633.43016,205874,0,645645400,0,205874
95679,0,0,,0,,0,0
95681,23403989.79,46070.84605,2528,6096,7113000,16290989.79,3568
95682,423177612.8,34555.92466,,146954,,423177612.8,146954
95684,50083526.5,30563.58412,,19664,,50083526.5,19664
95685,110049832.4,46877.92371,14136,28171,48225300,61824532.41,14035
95686,23905236.85,57418.50324,3846,4996,11541500,12363736.85,1150
95687,1396041910,58620.48267,278360,285779,813116900,582925009.8,7419
95688,884261107.7,59222.83654,149007,179173,464392200,419868907.7,30166
95689,21199339.45,27717.59353,,9178,,21199339.45,9178
95690,23195192.26,33442.54562,0,8323,0,23195192.26,8323
95691,863285719.2,61636.84987,152036,168072,511450000,351835719.2,16036
95692,109820500.5,55558.43196,17626,23720,53034100,56786400.5,6094
95694,179946094.3,51244.79404,30297,42138,85240500,94705594.26,11841
95695,866950761.5,56563.93784,153130,183923,489370100,377580661.5,30793
95697,10232539.8,58360.49318,1833,2104,5975500,4257039.804,271
95698,0,0,0,0,0,0,0
95701,12772678.7,24240.41505,,6323,,12772678.7,6323
95703,23009630.64,33792.13899,,8171,,23009630.64,8171
95709,66202868.81,30474.29613,,26069,,66202868.81,26069
95713,133231175.5,33018.19677,,48421,,133231175.5,48421
95714,5671395.692,21414.96171,,3178,,5671395.692,3178
95715,2820635.572,17286.83701,,1958,,2820635.572,1958
95717,2667975.868,26372.08436,,1214,,2667975.868,1214
95720,3591385.9,7762.361455,,5552,,3591385.9,5552
95721,1633720.192,5697.367714,,3441,,1633720.192,3441
95722,88584907.82,46648.18737,2669,22788,23742400,64842507.82,20119
95724,0,0,,0,,0,0
95726,118201847.8,27011.90556,,52511,,118201847.8,52511
95728,27179916.94,16007.01822,,20376,,27179916.94,20376
95735,4159712.504,6386.457273,,7816,,4159712.504,7816
95736,4485067.176,29917.06843,,1799,,4485067.176,1799
95742,178915500,39554.63439,54279,,178915500,,54279
95746,834024114,109839.979,91117,87030,527547400,306476714,4087
95747,1086145736,43861.63775,297156,6382,1065201600,20944135.5,290774
95757,615602300,40920.801,180525,,615602300,,180525
95758,902531400,39936.0485,271193,,902531400,,271193
95762,1338545879,80305.52522,171575,200018,801138300,537407578.6,28443
95765,959959513.5,67374.64198,169442,170977,576139000,383820513.5,1535
95776,462154491,56725.21292,95132,97767,276367000,185787491,2635
95811,68171800,24121.64888,33914,,68171800,,33914
95814,108451400,47702.39718,27282,,108451400,,27282
95815,311260000,38859.33062,96119,0,311260000,0,96119
95816,292449600,34084.37288,102962,,292449600,,102962
95817,202721800,34827.43633,69849,0,202721800,0,69849
95818,401258900,39801.50771,120978,,401258900,,120978
95819,357270100,44254.93621,96876,,357270100,,96876
95820,507984900,39334.9689,154972,,507984900,,154972
95821,590957300,44458.78613,159507,0,590957300,0,159507
95822,719531400,46057.87014,187468,,719531400,,187468
95823,791329300,40989.66016,231667,0,791329300,0,231667
95824,324010800,39891.34485,97468,,324010800,,97468
95825,422843200,48286.3081,105084,,422843200,,105084
95826,483556700,37652.11501,154113,,483556700,,154113
95827,197935500,43881.6509,54128,,197935500,,54128
95828,612650300,40008.72684,183755,,612650300,,183755
95829,388054300,43360.84847,107393,,388054300,,107393
95830,0,0,0,,0,,0
95831,651638500,43441.35996,180005,,651638500,,180005
95832,132323500,42694.18154,37192,,132323500,,37192
95833,397791100,37103.05235,128655,,397791100,,128655
95834,312711500,32611.76532,115067,0,312711500,0,115067
95835,560078700,38193.69438,175970,,560078700,,175970
95837,0,0,0,0,0,0,0
95838,416807700,38204.77245,130918,,416807700,,130918
95841,276069500,37096.14351,89304,,276069500,,89304
95842,345914300,36982.66765,112241,,345914300,,112241
95843,628842000,40830.80286,184814,,628842000,,184814
95864,579899600,58136.75531,119697,,579899600,,119697
95901,717463066.8,54476.72947,122760,158041,366704400,350758666.8,35281
95903,0,0,,0,,0,0
95910,0,0,,0,,0,0
95912,91418772,54643.61745,13417,20076,40388900,51029872,6659
95913,5487478.656,34476.30569,,1910,,5487478.656,1910
95914,20015030.84,36095.63722,,6654,,20015030.84,6654
95915,0,0,0,0,0,0,0
95916,28090862.93,31243.89241,,10789,,28090862.93,10789
95917,55656556.13,63390.15504,10536,6640,37571100,18085456.13,3896
95918,36362977.15,35652.89041,,12239,,36362977.15,12239
95919,17010399.76,29073.4649,,7021,,17010399.76,7021
95920,3308230.844,29319.62343,0,1354,0,3308230.844,1354
95922,9476949.42,24631.44749,,4617,,9476949.42,4617
95923,0,0,,0,,0,0
95925,3122686.284,24128.93458,,1553,,3122686.284,1553
95926,923314694.6,54214.56452,192573,204369,550244100,373070594.6,11796
95928,845827445,52700.07653,168666,192598,466528200,379299245,23932
95930,3296667.576,19148.11758,,2066,,3296667.576,2066
95932,184838000.2,59398.42544,31213,37342,101706200,83131800.24,6129
95934,3269705.952,22472.20586,,1746,,3269705.952,1746
95935,15199480.76,31786.99356,,5738,,15199480.76,5738
95936,4466833.448,18419.93174,,2910,,4466833.448,2910
95937,25404047.44,46484.99073,2953,6558,8401700,17002347.44,3605
95938,101775939.3,63530.54888,14280,19224,52274500,49501439.3,4944
95939,6006095.832,29369.66177,,2454,,6006095.832,2454
95941,7345725.508,29461.46594,,2992,,7345725.508,2992
95942,26150451.71,25217.40763,,12444,,26150451.71,12444
95943,11001557.26,33601.09116,0,3929,0,11001557.26,3929
95944,0,0,,0,,0,0
95945,614692171.9,52843.03249,83072,139589,319929700,294762471.9,56517
95946,174831506.8,35783.96495,3645,58629,19327000,155504506.8,54984
95947,24241430.88,21533.58284,,13509,,24241430.88,13509
95948,199454098.6,53901.65713,44404,20491,149232700,50221398.6,23913
95949,334101234.2,38914.21482,4625,103027,21066100,313035134.2,98402
95950,4990776.756,34281.23702,,1747,,4990776.756,1747
95951,47542065.5,59095.17154,9364,9654,30513200,17028865.5,290
95953,218933214.3,59394.53736,38761,44233,122548800,96384414.27,5472
95954,179375513.9,31649.38269,,68011,,179375513.9,68011
95955,29832967.18,54831.61374,4200,6529,12808800,17024167.18,2329
95956,6055218.396,21709.77614,,3347,,6055218.396,3347
95957,15097554.29,51556.81602,1926,3514,6273300,8824254.292,1588
95959,430751520.8,53324.5809,36979,96935,198310000,232441520.8,59956
95960,11770813.14,36822.14745,0,3836,0,11770813.14,3836
95961,536758816.8,62832.08765,98157,102513,299966300,236792516.8,4356
95962,20604638.09,31405.51976,,7873,,20604638.09,7873
95963,290509419.1,47280.86895,41023,73732,108831300,181678119.1,32709
95965,394213353.4,52372.07715,62061,90326,186609200,207604153.4,28265
95966,612575712.7,49271.46598,72910,149192,236749000,375826712.7,76282
95968,33842988.47,57038.74462,5724,7120,18526500,15316488.47,1396
95969,899944720.1,66267.01505,140851,162967,558751800,341192920.1,22116
95970,14660899.75,58898.82724,2113,2987,7142800,7518099.748,874
95971,57497911.69,23278.50676,,29640,,57497911.69,29640
95972,0,0,,0,,0,0
95973,801029599.9,54864.10164,142655,175203,412434900,388594699.9,32548
95974,9950457.848,67575.26552,1382,1767,5215100,4735357.848,385
95975,26260034.91,34008.24724,0,9266,0,26260034.91,9266
95977,26978155.14,37560.9539,,8619,,26978155.14,8619
95978,3629300.044,24035.09963,,1812,,3629300.044,1812
95979,9613057.512,23590.32518,,4890,,9613057.512,4890
95981,3070008.416,8243.47751,,4469,,3070008.416,4469
95982,79388349.51,61660.85399,14031,15450,41839600,37548749.51,1419
95983,7576107.16,25225.66202,,3604,,7576107.16,3604
95984,3639167.548,22721.12933,,1922,,3639167.548,1922
95986,2341781.844,20348.57504,,1381,,2341781.844,1381
95987,102796059.6,53428.30538,18379,23088,52772400,50023659.55,4709
95988,199728975.5,53586.14945,36302,44727,103679200,96049775.55,8425
95991,947985577.4,60678.19653,175187,187478,550171500,397814077.4,12291
95993,883620200.8,67220.58571,146853,157741,521402100,362218100.8,10888
96001,488167879.5,52233.74546,112150,21003,413893000,74274879.46,91147
96002,509551202.3,50016.06855,122253,24449,432511900,77039302.34,97804
96003,693394315.3,57038.58529,145879,60538,505849600,187544715.3,85341
96007,492598153.3,50772.41004,61382,116425,189307500,303290653.3,55043
96008,13230173.3,37215.67737,,4266,,13230173.3,4266
96009,4134108.856,26234.42955,,1891,,4134108.856,1891
96010,0,0,,0,,0,0
96013,133841602.8,70893.8086,20381,22655,94173800,39667802.82,2274
96016,6172004.332,24787.16599,,2988,,6172004.332,2988
96019,121492000,38611.79088,37758,0,121492000,0,37758
96020,34486039.36,19392.33703,,21340,,34486039.36,21340
96021,297183893.7,46104.80574,35338,77350,100077700,197106193.7,42012
96022,281609576.6,42695.61105,17418,79149,57693900,223915676.6,61731
96028,37037363.98,48012.13867,4408,9257,18353600,18683763.98,4849
96033,6181213.32,32151.95485,,2307,,6181213.32,2307
96035,51270005.41,42278.72903,5385,14552,14574000,36696005.41,9167
96040,4033103.42,23852.75556,,2029,,4033103.42,2029
96047,9616271.616,33283.89368,,3467,,9616271.616,3467
96051,19411219.44,26688.20271,,8728,,19411219.44,8728
96055,54121454.49,33877.07756,,19171,,54121454.49,19171
96056,26652357.57,37494.52413,1357,8530,6720600,19931757.57,7173
96059,8820115.536,30785.74358,,3438,,8820115.536,3438
96061,754437.556,5173.286098,,1750,,754437.556,1750
96062,18007990.08,40414.41574,,5347,,18007990.08,5347
96063,2429064.216,7606.67291,,3832,,2429064.216,3832
96065,4804457.672,23126.15005,,2493,,4804457.672,2493
96069,11248371.11,36481.20359,,3700,,11248371.11,3700
96071,3125586.484,15020.84013,,2497,,3125586.484,2497
96073,70508167.94,40135.57304,,21081,,70508167.94,21081
96075,4237291.148,21738.98836,,2339,,4237291.148,2339
96076,0,0,0,0,0,0,0
96080,623362673.3,50634.95191,88953,147731,261915200,361447473.3,58778
96084,10530186.05,36637.35362,,3449,,10530186.05,3449
96087,13758245.13,34706.52545,0,4757,0,13758245.13,4757
96088,67546449.58,27149.80389,0,29855,0,67546449.58,29855
96090,10910322.28,53351.20917,2016,2454,5583600,5326722.276,438
96092,7126982.188,38663.55617,,2212,,7126982.188,2212
96096,9096490.948,37115.91002,,2941,,9096490.948,2941
96125,4546588.948,9853.542961,,5537,,4546588.948,5537
96137,43728226.12,14878.18519,,35269,,43728226.12,35269
96161,0,0,,0,,0,0
